Provider PHIN ID,Provider,Site PHIN ID,Site,Sector,Site Profile URL,Site URL,Site Address 1,Site Address 2,Site City,Site Postcode,Site Longitude,Site Latitude,Site ODS Code,Site GOR,Provider ODS Code,Regulator,Regulator ID,Regulator Rating
PHIN-83O,Guy's and St Thomas' NHS Foundation Trust,PHIN-GRL012,St Thomas' Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/st-thomas'-hospital-31656,http://www.guysandstthomasprivatehealthcare.co.uk/,St. Thomas's Hospital,249 Westminster Bridge Road,London,SE1 7EH,-0.119,51.499,RJ122,London,RJ1,CQC,RJ122,Good
PHIN-20P,Hair Science Institute UK Ltd,PHIN-GRL302,Hair Science Institute UK Ltd,IND,,,,,,SW7 1EW,-0.167,51.499,,London,,CQC,,
PHIN-42I,Hampshire Hospitals NHS Foundation Trust,PHIN-HAM032,Andover War Memorial Hospital,NHS PPU,,,,,,SP10 3LB,-1.495,51.216,NHT86,South East,RN5,CQC,,
PHIN-42I,Hampshire Hospitals NHS Foundation Trust,PHIN-HAM001,Basingstoke And North Hampshire Hospital,NHS PPU,,,,,,RG24 9NA,-1.110,51.281,RN506,South East,RN5,CQC,RN506,Good
PHIN-42I,Hampshire Hospitals NHS Foundation Trust,PHIN-HAM002,Royal Hampshire County Hospital,NHS PPU,,,,,,SO22 5DG,-1.329,51.062,RN541,South East,RN5,CQC,RN541,Good
PHIN-14Z,Harley Health Village,PHIN-GRL066,Harley Health Village,IND,https://www.phin.org.uk/profiles/hospitals/harley-health-village-59905,,64 Harley Street,,London,W1G 7HB,-0.147,51.520,DEV01,London,,CQC,1-2116644334,Good
PHIN-14Z,Harley Health Village,PHIN-BST009,Linia Bristol,IND,,,,,,BS8 3LA,-2.622,51.459,,South West,,CQC,1-2116628573,
PHIN-91B,Harley Street Hospital Limited,PHIN-GRL274,Harley Street Hospital,IND,https://www.phin.org.uk/profiles/hospitals/harley-street-hospital-94467,https://theharleystreethospital.co.uk/,19 Harley Street,,London,W1G 9QJ,-0.147,51.517,,London,,CQC,1-6027444128,Good
PHIN-71M,Harley Street Specialist Hospital,PHIN-GRL091,Harley Street Specialist Hospital,IND,https://www.phin.org.uk/profiles/hospitals/harley-street-specialist-hospital-59907,http://www.hssh.health,18-22 Queen Anne Street,,London,W1G 8HU,-0.147,51.518,,London,DEL  ,CQC,1-8162183355,Good
PHIN-11J,Harrogate And District NHS Foundation Trust,PHIN-NYK001,Harrogate District Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/harrogate-district-hospital-27932,,Lancaster Park Road,,Harrogate,HG2 7SX,-1.518,53.994,RCD01,Yorkshire and The Humber,RCD,CQC,RCD01,Good
PHIN-80W,HCA International,PHIN-GRL054,Harley Street Clinic,IND,https://www.phin.org.uk/profiles/hospitals/harley-street-clinic-21913,http://theharleystreetclinic.com/,35 Weymouth Street,London,Westminster,W1G 8BJ,-0.148,51.520,NW606,London,NW6,CQC,1-126955771,Outstanding
PHIN-80W,HCA International,PHIN-GRL055,HCA Healthcare UK at University College Hospital,IND,https://www.phin.org.uk/profiles/hospitals/hca-healthcare-uk-at-university-college-hospital-59902,http://www.harleystreetatuch.co.uk,235 Euston Road,,London,NW1 2BU,-0.137,51.525,8HE28,London,NW6,CQC,1-126955790,Outstanding
PHIN-80W,HCA International,PHIN-GRL263,Leader of Oncology Care at 95 Harley Street,IND,https://www.phin.org.uk/profiles/hospitals/leader-of-oncology-care-at-95-harley-street-93249,https://www.hcahealthcare.co.uk/facilities/loc-leaders-in-oncology-care,95 Harley Street,,London,W1G 6AF,-0.148,51.521,NW614,London,NW6,CQC,,
PHIN-80W,HCA International,PHIN-GRL265,Leaders of Oncology Care at London Bridge Hospital,IND,https://www.phin.org.uk/profiles/hospitals/leaders-of-oncology-care-at-london-bridge-hospital-93251,https://www.hcahealthcare.co.uk/facilities/loc-leaders-in-oncology-care/contact-us/loc-at-london-bri,Chemo Day Unit,29 Tooley Street,London,SE1 2PR,-0.086,51.506,NW605ONC,London,NW6,CQC,,
PHIN-80W,HCA International,PHIN-GRL252,Leaders of Oncology Care at Sydney Street,IND,https://www.phin.org.uk/profiles/hospitals/leaders-of-oncology-care-at-sydney-street-91969,,102 Sydney Street ,,London,W1G 6AF,-0.148,51.521,NW619,London,NW6,CQC,1-157211433,Outstanding
PHIN-80W,HCA International,PHIN-MAN023,Leaders of Oncology Care at The Christie Private Care,IND,https://www.phin.org.uk/profiles/hospitals/leaders-of-oncology-care-at-the-christie-private-care-93250,,Wilmslow Road,,Manchester,M20 4BX,-2.230,53.430,NW616ONC,North West,NW6,CQC,,
PHIN-80W,HCA International,PHIN-GRL264,Leaders of Oncology Centre at The Platinum Medical Centre,IND,https://www.phin.org.uk/profiles/hospitals/leaders-of-oncology-centre-at-the-platinum-medical-centre-93248,https://www.hcahealthcare.co.uk/facilities/loc-leaders-in-oncology-care/contact-us/loc-at-the-platin,Wellington Hospital,15-17 Lodge Road,London,NW8 7JA,-0.171,51.532,NW618ONC,London,NW6,CQC,1-3758794199,Outstanding
PHIN-80W,HCA International,PHIN-GRL051,Lister Hospital,IND,https://www.phin.org.uk/profiles/hospitals/lister-hospital-21910,http://www.thelisterhospital.com/,Chelsea Bridge Road,,London,SW1W 8RH,-0.151,51.487,NW603,London,NW6,CQC,1-126955884,Outstanding
PHIN-80W,HCA International,PHIN-GRL053,London Bridge Hospital,IND,https://www.phin.org.uk/profiles/hospitals/london-bridge-hospital-21912,http://www.londonbridgehospital.com/,27 Tooley Street,,London,SE1 2PR,-0.086,51.506,NW605,London,NW6,CQC,1-126955902,Outstanding
PHIN-80W,HCA International,PHIN-GRL052,Portland Hospital,IND,https://www.phin.org.uk/profiles/hospitals/portland-hospital-21911,http://www.theportlandhospital.com/,209 Great Portland Street,,London,W1W 5AH,-0.144,51.523,NW604,London,NW6,CQC,1-126955917,Good
PHIN-80W,HCA International,PHIN-GRL049,Princess Grace Hospital,IND,https://www.phin.org.uk/profiles/hospitals/princess-grace-hospital-21908,http://www.theprincessgracehospital.com/,42/52 Nottingham Place,,London,W1U 5NY,-0.153,51.522,NW601,London,NW6,CQC,1-126955732,Good
PHIN-80W,HCA International,PHIN-MAN006,The Christie Private Care,IND,https://www.phin.org.uk/profiles/hospitals/the-christie-private-care-59925,http://WWW.HCAhealthcare.co.uk,The Christie Clinic,550 Wilmslow Road,Manchester,M20 4BX,-2.230,53.430,NW616,North West,NW6,CQC,1-336444251,Outstanding
PHIN-80W,HCA International,PHIN-GRL050,The Wellington Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-wellington-hospital-21909,https://www.hcahealthcare.co.uk/facilities/the-wellington-hospital,Wellington Place,,London,NW8 9LE,-0.171,51.532,NW602,London,NW6,CQC,1-126955711,Good
PHIN-80W,HCA International,PHIN-CHE003,The Wilmslow Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-wilmslow-hospital-59891,,52-54 Alderley Road,Wilmslow,Manchester,SK9 1NY,-2.235,53.325,NW612,North West,NW6,CQC,1-1382034439,Outstanding
PHIN-44Z,Healthcare Management Trust,PHIN-SWA001,Sancta Maria Hospital,IND,https://www.phin.org.uk/profiles/hospitals/sancta-maria-hospital-20189,https://www.hmtsanctamaria.org,Sancta Maria Hospital,Lamberts Road,Swansea,SA1 8FD,-3.925,51.621,NTEW1,Wales,NTE,HIW,,
PHIN-44Z,Healthcare Management Trust,PHIN-NEL002,St Hugh's Hospital,IND,https://www.phin.org.uk/profiles/hospitals/st-hugh's-hospital-20178,https://hmtsthughs.org/,Peaks Lane,,Grimsby,DN32 9RP,-0.074,53.551,NTE02,Yorkshire and The Humber,NTE,CQC,1-112968810,Requires improvement
PHIN-17C,Hillsborough Private Clinic,PHIN-LSB001,Hillsborough Private Clinic,IND,https://www.phin.org.uk/profiles/hospitals/hillsborough-private-clinic-59923,http://www.hillsboroughprivateclinic.com,2 Main Street,,Hillsborough,BT26 6AE,-6.084,54.462,,Northern Ireland,,RQIA,,
PHIN-71F,Homerton University Hospital NHS Foundation Trust,PHIN-GRL073,Homerton University Hospital,NHS PPU,,,,,,E9 6SR,-0.046,51.551,RQXM1,London,RQX,CQC,RQXM1,Outstanding
PHIN-51X,Horder Healthcare,PHIN-ESX001,The Horder Centre,IND,https://www.phin.org.uk/profiles/hospitals/the-horder-centre-22404,http://www.horderhealthcare.co.uk,St John's Road,"Crowborough,",Wealden,TN6 1XP,0.143,51.064,NXM01,South East,NXM,CQC,1-109183027,Outstanding
PHIN-51X,Horder Healthcare,PHIN-WSX012,The Mclndoe Centre,IND,https://www.phin.org.uk/profiles/hospitals/the-mclndoe-centre-22407,https://www.horderhealthcare.co.uk/contact/locations/the-mcindoe-centre,McIndoe Surgical Centre Ltd,Holtye Road,East Grinstead,RH19 3EB,-0.002,51.134,NXM04,South East,NXM,CQC,1-2115222657,Good
PHIN-47Y,Hospital Of St John And St Elizabeth,PHIN-GRL089,Hospital of St John & St Elizabeth,IND,https://www.phin.org.uk/profiles/hospitals/hospital-of-st-john-&-st-elizabeth-17811,http://www.hje.org.uk,60 Grove End Road,London,Westminster,NW8 9NH,-0.175,51.534,NMM01,London,NMM,CQC,1-115480780,Good
PHIN-16I,Hull and East Yorkshire Hospitals NHS Trust,PHIN-ERY003,Castle Hill Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/castle-hill-hospital-44570,https://www.hey.nhs.uk/,Castle Road,,Cottingham,HU16 5JQ,-0.445,53.777,RWA16,Yorkshire and The Humber,RWA,CQC,RWA16,Good
PHIN-16I,Hull and East Yorkshire Hospitals NHS Trust,PHIN-KHL001,Hull Royal Infirmary,NHS PPU,https://www.phin.org.uk/profiles/hospitals/hull-royal-infirmary-44557,https://www.hey.nhs.uk/,Anlaby Road,,Hull,HU3 2JZ,-0.358,53.744,RWA01,Yorkshire and The Humber,RWA,CQC,RWA01,Requires improvement
PHIN-07I,Hywel Dda University Health Board,PHIN-CGN001,Bronglais General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/bronglais-general-hospital-59267,,Caradoc Road,,Aberystwyth,SY23 1ER,-4.072,52.416,7A2AJ,Wales,7A2,HIW,,
PHIN-07I,Hywel Dda University Health Board,PHIN-CMN002,Glangwilli General Hospital ,NHS PPU,,,,,,SA31 2AF,-4.285,51.868,,Wales,7A2,HIW,,
PHIN-07I,Hywel Dda University Health Board,PHIN-CMN003,Prince Philip Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/prince-philip-hospital-59979,,Prince Philip Hospital,Bryngwyn Mawr,Llanelli,SA14 8QF,-4.135,51.692,,Wales,7A2,HIW,,
PHIN-07I,Hywel Dda University Health Board,PHIN-PEM001,Withybush General Hospital,NHS PPU,,,,,,SA61 2PZ,-4.965,51.813,7A2BL,Wales,7A2,HIW,,
PHIN-29Q,Imperial College Healthcare NHS Trust,PHIN-GRL013,Charing Cross Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/charing-cross-hospital-54750,https://imperialprivatehealthcare.co.uk/,"15th Floor, Fulham Palace Road",,London,W6 8RF,-0.220,51.487,RYJ02,London,RYJ,CQC,RYJ02,Requires improvement
PHIN-29Q,Imperial College Healthcare NHS Trust,PHIN-GRL014,Hammersmith Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/hammersmith-hospital-54751,https://imperialprivatehealthcare.co.uk/,Du Cane Road,,London,W12 0HS,-0.235,51.517,RYJ03,London,RYJ,CQC,RYJ03,Requires improvement
PHIN-29Q,Imperial College Healthcare NHS Trust,PHIN-GRL015,Queen Charlotte's & Chelsea Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/queen-charlotte's-&-chelsea-hospital-54752,https://imperialprivatehealthcare.co.uk/,Du Cane Road,,London,W12 0HS,-0.235,51.517,RYJ04,London,RYJ,CQC,RYJ04,Outstanding
PHIN-29Q,Imperial College Healthcare NHS Trust,PHIN-GRL016,St Mary's Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/st-mary's-hospital-54749,https://imperialprivatehealthcare.co.uk/,South Wharf Road,,London,W2 1NY,-0.174,51.517,RYJ01,London,RYJ,CQC,RYJ01,Requires improvement
PHIN-29Q,Imperial College Healthcare NHS Trust,PHIN-GRL017,Western Eye Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/western-eye-hospital-54755,https://imperialprivatehealthcare.co.uk/,153-173 Marylebone Road,,London,NW1 5QH,-0.163,51.521,RYJ07,London,RYJ,CQC,RYJ07,No published rating
PHIN-23M,Isle of Wight NHS Trust,PHIN-IOW001,"St Mary's Hospital, Isle of Wight",NHS PPU,"https://www.phin.org.uk/profiles/hospitals/st-mary's-hospital,-isle-of-wight-25332",,Parkhurst Road,,Newport,PO30 5TG,-1.301,50.711,R1F01,South East,R1F,CQC,R1F01,Good
PHIN-81A,James Paget University Hospitals NHS Foundation Trust,PHIN-NFK001,James Paget Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/james-paget-hospital-30156,http://www.jpaget.nhs.uk/,Lowestoft Road,Gorleston,Great Yarmouth,NR31 6LA,1.715,52.562,RGP75,East of England,RGP,CQC,RGP75,Good
PHIN-77Y,Kat & Co Aesthetics (PHIN-77Y),PHIN-BIR050,Kat & Co Aesthetics,IND,https://www.phin.org.uk/profiles/hospitals/kat-&-co-aesthetics-100964,https://cckat.com/,20 Calthorpe Road,Edgbaston,Birmingham,B15 1RP,-1.919,52.470,,West Midlands,,CQC,1-6376607834,Requires improvement
PHIN-53C,Kettering General Hospital NHS Foundation Trust,PHIN-NTH004,Kettering General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/kettering-general-hospital-34956,,Rothwell Road,,Kettering,NN16 8UZ,-0.741,52.403,RNQ51,East Midlands,RNQ,CQC,RNQ51,Requires improvement
PHIN-62A,KIMS Hospital,PHIN-KEN016,KIMS Hospital,IND,https://www.phin.org.uk/profiles/hospitals/kims-hospital-11918,https://www.kims.org.uk/,Newnham Court Way,Weavering,Maidstone,ME14 5FT,0.557,51.287,ADP02,South East,ADP,CQC,1-1285831303,Good
PHIN-32Y,King Edward VII's Hospital,PHIN-GRL090,King Edward VII's Hospital,IND,https://www.phin.org.uk/profiles/hospitals/king-edward-vii's-hospital-12291,http://www.kingedwardvii.co.uk/,Beaumont Street,,London,W1G 6AA,-0.150,51.521,AHR01,London,AHR,CQC,1-114202635,Good
PHIN-19E,King's College Hospital NHS Foundation Trust,PHIN-NTT007,King's College Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/king's-college-hospital-32716,https://kingsprivate.com,Kings College Hospital,Denmark Hill,London,SE5 9RS,-0.094,51.468,RJZ01,London,RJZ,CQC,RJZ01,Requires improvement
PHIN-19E,King's College Hospital NHS Foundation Trust,PHIN-GRL103,Orpington Hospital,NHS PPU,,,,,,BR6 9JU,0.095,51.363,RJZ70,London,RJZ,CQC,,
PHIN-19E,King's College Hospital NHS Foundation Trust,PHIN-GRL084,Princess Royal University Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/princess-royal-university-hospital-32726,https://kingsprivate.com,Farnborough Common,,Orpington,BR6 8ND,0.059,51.366,RJZ30,London,RJZ,CQC,RJZ30,Requires improvement
PHIN-98S,Kingsbridge Private Hospital,PHIN-BFS005,Kingsbridge Private Hospital - Belfast,IND,,,,,,BT9 7GX,-5.965,54.570,,Northern Ireland,,RQIA,,
PHIN-37J,Kingston Hospital NHS Foundation Trust,PHIN-SRY017,Kingston Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/kingston-hospital-26683,,Kingston Hospital,Galsworthy Road,Kingston upon Thames,KT2 7QB,-0.282,51.415,RAX01,London,RAX,CQC,RAX01,Good
PHIN-95E,Kinvara Private Hospital Ltd,PHIN-ROT006,Kinvara Private Hospital,IND,,,,,,S65 2AJ,-1.346,53.428,,Yorkshire and The Humber,,CQC,1-5150499674,
PHIN-81C,La Belle Forme Ltd (PHIN-81C),PHIN-GLG009,La Belle Forme Ltd,IND,https://www.phin.org.uk/profiles/hospitals/la-belle-forme-ltd-102580,http://www.labelleforme.co.uk,La Belle Forme Ltd,154 Clyde Street,Glasgow,G1 4EX,-4.252,55.855,,Scotland,,HIS,,
PHIN-62Y,Lancashire Teaching Hospitals NHS Foundation Trust,PHIN-LAN035,Chorley and South Ribble Hospital,NHS PPU,,,,,,PR7 1PP,-2.635,53.666,,North West,RXN,CQC,,
PHIN-62Y,Lancashire Teaching Hospitals NHS Foundation Trust,PHIN-LAN001,Royal Preston Hospital,NHS PPU,,,,,,PR2 9HT,-2.707,53.791,RXN02,North West,RXN,CQC,RXN02,Requires improvement
PHIN-26B,Lara Clinic Ltd,PHIN-GRL303,Lara Clinic Ltd,IND,,,,,,W2 2JE,-0.163,51.515,,London,,CQC,1-474663890,No published rating
PHIN-54J,Leeds Teaching Hospitals NHS Trust,PHIN-LDS001,Chapel Allerton Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/chapel-allerton-hospital-36902,http://www.leedsth.nhs.uk/,Chapeltown Road,,Leeds,LS7 4SA,-1.530,53.823,RR819,Yorkshire and The Humber,RR8,CQC,RR819,Good
PHIN-54J,Leeds Teaching Hospitals NHS Trust,PHIN-LDS002,Leeds General Infirmary,NHS PPU,https://www.phin.org.uk/profiles/hospitals/leeds-general-infirmary-36894,http://www.leedsth.nhs.uk/,Great George Street,,Leeds,LS1 3EX,-1.552,53.801,RR801,Yorkshire and The Humber,RR8,CQC,RR801,Good
PHIN-54J,Leeds Teaching Hospitals NHS Trust,PHIN-LDS003,St James's University Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/st-james's-university-hospital-36899,http://www.leedsth.nhs.uk/,Beckett Street,,Leeds,LS9 7TF,-1.520,53.807,RR813,Yorkshire and The Humber,RR8,CQC,RR813,Requires improvement
PHIN-83X,Liverpool Heart and Chest Hospital NHS Foundation Trust,PHIN-LIV001,Liverpool Heart and Chest Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/liverpool-heart-and-chest-hospital-27149,https://www.lhch.nhs.uk/,Thomas Drive,,Liverpool,L14 3PE,-2.898,53.411,RBQHQ,North West,RBQ,CQC,RBQHQ,Outstanding
PHIN-99C,Liverpool University Hospitals NHS Foundation Trust,PHIN-LIV004,Aintree University Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/aintree-university-hospital-29290,http://www.aintreehospital.nhs.uk/,University Aintree Hospital,Lower Lane,Liverpool,L9 7AL,-2.931,53.466,REM21,North West,REM,CQC,REM21,Requires improvement
PHIN-99C,Liverpool University Hospitals NHS Foundation Trust,PHIN-LIV006,Broadgreen Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/broadgreen-hospital-36137,http://www.rlbuht.nhs.uk/,Thomas Drive,,Liverpool,L14 3LB,-2.898,53.411,RQ601,North West,REM,CQC,RQ601,Good
PHIN-99C,Liverpool University Hospitals NHS Foundation Trust,PHIN-LIV007,Royal Liverpool University Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/royal-liverpool-university-hospital-36152,http://www.rlbuht.nhs.uk/,Prescot Street,,Liverpool,L7 8XP,-2.965,53.410,RQ617,North West,REM,CQC,RQ617,Requires improvement
PHIN-76X,London North West University Healthcare NHS Trust,PHIN-GRL085,Central Middlesex Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/central-middlesex-hospital-25727,http://www.trustplus.co.uk,Acton Lane,,London,NW10 7NS,-0.269,51.531,R1K02,London,R1K,CQC,R1K02,Requires improvement
PHIN-76X,London North West University Healthcare NHS Trust,PHIN-GRL242,Ealing Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/ealing-hospital-25729,,Uxbridge Road,,Southall,UB1 3HW,-0.345,51.508,R1K04,London,R1K,CQC,R1K04,Requires improvement
PHIN-76X,London North West University Healthcare NHS Trust,PHIN-GRL021,Northwick Park Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/northwick-park-hospital-25726,,Watford Road,,Harrow,HA1 3UJ,-0.322,51.575,R1K01,London,R1K,CQC,R1K01,Requires improvement
PHIN-76X,London North West University Healthcare NHS Trust,PHIN-GRL071,St Mark's Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/st-mark's-hospital-25728,,Watford Road,,Harrow,HA1 3UJ,-0.322,51.575,R1K03,London,R1K,CQC,R1K03,
PHIN-12O,London Welbeck Hospital,PHIN-GRL096,The London Welbeck Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-london-welbeck-hospital-13426,http://londonwelbeckhospital.co.uk/,The London Welbeck Hospital,27 Welbeck Street,London,W1G 8EN,-0.149,51.518,AXC01,London,AXC,CQC,1-114202293,Good
PHIN-35F,Luton And Dunstable University Hospital NHS Foundation Trust,PHIN-LUT001,Luton & Dunstable Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/luton-&-dunstable-hospital-27594,,Lewsey Road,,Luton,LU4 0DZ,-0.476,51.895,RC971,East of England,RC9,CQC,RC971,Good
PHIN-19M,Maidstone And Tunbridge Wells NHS Trust,PHIN-KEN001,The Maidstone Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/the-maidstone-hospital-44822,http://thewellssuite.co.uk/,Hermitage Lane,,Maidstone,ME16 9QQ,0.484,51.274,RWF03,South East,RWF,CQC,RWF03,Requires improvement
PHIN-19M,Maidstone And Tunbridge Wells NHS Trust,PHIN-KEN002,Tunbridge Wells Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/tunbridge-wells-hospital-44872,http://thewellssuite.co.uk/,Tonbridge Road,"Pembury,",Tunbridge Wells,TN2 4QJ,0.307,51.149,RWFTW,South East,RWF,CQC,RWFTW,Requires improvement
PHIN-15J,Manchester Eye and Cosmetic Clinic Limited,PHIN-MAN020,Face & Eye Clinic,IND,https://www.phin.org.uk/profiles/hospitals/face-&-eye-clinic-59983,http://www.faceandeye.co.uk/,2 Gibwood Road,Northenden,Manchester,M22 4BT,-2.267,53.406,AAV19,North West,AW7,CQC,1-207238009,Good
PHIN-56E,Manchester Private Hospital,PHIN-SLF008,Manchester Private Hospital,IND,,,,,,M5 4HB,-2.279,53.479,DKF01,North West,,CQC,1-8693094213,Requires improvement
PHIN-93N,Manchester University Hospitals NHS Foundation Trust,PHIN-MAN001,Manchester Centre for Vision,NHS PPU,,,,,,M13 9WL,-2.228,53.462,,North West,RW3,CQC,,
PHIN-93N,Manchester University Hospitals NHS Foundation Trust,PHIN-MAN010,Manchester Royal Eye Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/manchester-royal-eye-hospital-43970,,Oxford Road,,Manchester,M13 9WL,-2.228,53.462,RW3RE,North West,RW3,CQC,R0A04,Outstanding
PHIN-93N,Manchester University Hospitals NHS Foundation Trust,PHIN-MAN002,Manchester Royal Infirmary,NHS PPU,https://www.phin.org.uk/profiles/hospitals/manchester-royal-infirmary-43957,,Oxford Road,,Manchester,M13 9WL,-2.228,53.462,RW3MR,North West,RW3,CQC,R0A02,Requires improvement
PHIN-93N,Manchester University Hospitals NHS Foundation Trust,PHIN-MAN003,Royal Manchester Children's Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/royal-manchester-children's-hospital-43968,,Oxford Road,,Manchester,M13 9WL,-2.228,53.462,RW3RC,North West,RW3,CQC,R0A03,Good
PHIN-93N,Manchester University Hospitals NHS Foundation Trust,PHIN-MAN004,St Mary's Hospital,NHS PPU,,,,,,M13 0JH,-2.227,53.460,RW3SM,North West,RW3,CQC,,
PHIN-93N,Manchester University Hospitals NHS Foundation Trust,PHIN-TRF001,Trafford General Hospital,NHS PPU,,,,,,M41 5SL,-2.371,53.454,RW3TR,North West,RW3,CQC,RW3TR,Good
PHIN-37U,Mid Essex Hospital Services NHS Trust,PHIN-ESS011,Broomfield Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/broomfield-hospital-36196,,Court Road,,Chelmsford,CM1 7ET,0.466,51.775,RQ8L0,East of England,RQ8,CQC,RQ8L0,Requires improvement
PHIN-82T,Mid Yorkshire Hospitals NHS Trust,PHIN-KIR003,Dewsbury & District Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/dewsbury-&-district-hospital-49638,,Dewsbury Health Care NHS Trust,Dewsbury & District Hospital,Dewsbury,WF13 4HS,-1.650,53.702,RXF10,Yorkshire and The Humber,RXF,CQC,RXF10,Requires improvement
PHIN-82T,Mid Yorkshire Hospitals NHS Trust,PHIN-WKF005,Newmedica Wakefield,IND,,,,,,WF1 5NX,-1.487,53.666,,Yorkshire and The Humber,RXF,CQC,1-9799751943,
PHIN-82T,Mid Yorkshire Hospitals NHS Trust,PHIN-WKF004,Pinderfields Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/pinderfields-hospital-49635,,"Wakefield WF1 4DG, UK",Aberford Road,Wakefield,WF1 4DG,-1.486,53.695,RXF05,Yorkshire and The Humber,RXF,CQC,RXF05,Requires improvement
PHIN-22X,Milton Keynes University Hospital NHS Foundation Trust,PHIN-MIK001,Milton Keynes Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/milton-keynes-hospital-28193,https://www.mkuh.nhs.uk/,Milton Keynes Hospital,Standing Way,Milton Keynes,MK6 5LD,-0.735,52.028,RD816,South East,RD8,CQC,RD816,Good
PHIN-23Z,Minor Ops Ltd,PHIN-SND050,My Eye Clinic (Sunderland Eye Infirmary),IND,,,,,,SR2 9HP,-1.381,54.889,,North East,,CQC,,
PHIN-23Z,Minor Ops Ltd,PHIN-NET030,"My Health Clinic (Gosforth, Newcastle)",IND,,,,,,NE3 5NA,-1.623,55.029,,North East,,CQC,,
PHIN-57U,Moorfields Eye Hospital NHS Foundation Trust,PHIN-GRL019,Moorfields Eye Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/moorfields-eye-hospital-35461,http://www.moorfields-private.co.uk,162 City Road,,London,EC1V 2PD,-0.090,51.527,RP601,London,RP6,CQC,RP601,Outstanding
PHIN-41Z,MYA,PHIN-GRL078,MYA Fitzroy Hospital,IND,,,,,,W1T 6AH,-0.140,51.524,AWT01,London,AWT,CQC,1-4539967039,
PHIN-97I,Natural Look Clinic,PHIN-DNC003,Natural Look Clinic,IND,,,,,,DN2 5BJ,-1.115,53.530,,Yorkshire and The Humber,DE6,CQC,1-666936402,Requires improvement
PHIN-97Z,New Victoria Hospital,PHIN-SRY022,New Victoria Hospital,IND,https://www.phin.org.uk/profiles/hospitals/new-victoria-hospital-59939,http://www.newvictoria.co.uk,184 Coombe Lane West,,Kingston upon Thames,KT2 7EG,-0.254,51.416,NVH01,London,AX0,CQC,1-108386437,Good
PHIN-25C,Newmedica,PHIN-DBY024,Newmedica Barlborough Eye Health Clinic & Surgical Centre,IND,,,,,,S43 4FR,-1.292,53.282,,East Midlands,,CQC,,
PHIN-25C,Newmedica,PHIN-BST025,Newmedica Community Ophthalmology Service - Bristol,IND,https://www.phin.org.uk/profiles/hospitals/newmedica-community-ophthalmology-service---bristol-92708,https://www.newmedica.co.uk/clinics/bristol,Litfield House Medical Centre,1 Clifton Down,Bristol,BS8 3LS,-2.623,51.458,,South West,,CQC,,
PHIN-25C,Newmedica,PHIN-GLS034,Newmedica Eye Health Clinic – Gloucester,IND,https://www.phin.org.uk/profiles/hospitals/newmedica-eye-health-clinic-–-gloucester-92704,https://www.newmedica.co.uk/clinics/gloucester-aspen,Horton Road,,Gloucester,GL1 3PX,-2.226,51.868,ACG13,South West,,CQC,1-4023516622,Good
