_id,PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone,GPCluster
291,33061,Glenlivet Medical Practice,586,Glenlivet Medical Practice,Glenlivet Community Surgery,Drumin,Ballindalloch,AB37 9AN,01807   590   273,17J,Y,S08000020,S37000019,S01011045,Moray
292,38012,Skerryvore Practice,8538,Skerryvore Practice,"The Balfour, Foreland Road",Kirkwall,Orkney,KW15 1NZ,01856   888   240,17J,N,S08000025,S37000022,S01011817,Orkney
293,38027,Stromness Surgery,3084,Stromness Surgery,John Street,Stromness,Orkney,KW16 3AD,01856   850   205,17J,N,S08000025,S37000022,S01011805,Orkney
294,38051,Daisy Villa,1544,Daisy Villa,St. Margaret's Hope,Orkney,"",KW17 2SN,01856   831   206,17J,Y,S08000025,S37000022,S01011828,Orkney
295,38084,Islands View Surgery,273,Islands View Surgery,Rousay,Orkney,"",KW17 2PU,01856   821   265,2C,Y,S08000025,S37000022,S01011830,Orkney
296,38205,Heilendi Practice,3910,Heilendi Practice,"The Balfour, Foreland Road",Kirkwall,Orkney,KW15 1NZ,01856   872   388,17J,N,S08000025,S37000022,S01011817,Orkney
297,38210,Dounby Surgery,2852,Dounby Surgery,Dounby,Orkney,"",KW17 2HH,01856   771   209,17J,N,S08000025,S37000022,S01011807,Orkney
298,38239,Orcades Practice,1961,Orcades Practice,Primary Care Department,"The Balfour, Foreland Road","Kirkwall, Orkney",KW15 1NZ,"",2C,Y,S08000025,S37000022,S01011817,Orkney
299,39015,Yell Health Centre,989,Yell Health Centre,Reafirth,Mid Yell,Shetland,ZE2 9BX,01957   702   127,2C,Y,S08000026,S37000026,S01012413,Shetland
300,39020,Whalsay Health Centre,1044,Whalsay Health Centre,Symbister,Whalsay,Shetland,ZE2 9AE,01806   566   219,2C,Y,S08000026,S37000026,S01012415,Shetland
301,39034,Hillswick Health Centre,823,Hillswick Health Centre,West Ayre,Hillswick,Shetland,ZE2 9RW,01806   503   277,17C,Y,S08000026,S37000026,S01012412,Shetland
302,39049,Brae Medical Practice,2571,Brae Medical Practice,Brae,Shetland,"",ZE2 9QJ,01806   522   543,2C,Y,S08000026,S37000026,S01012410,Shetland
303,39068,Bixter Health Centre,1907,Bixter Health Centre,Bixter,Shetland,"",ZE2 9NA,01595   810   202,2C,Y,S08000026,S37000026,S01012407,Shetland
304,39072,Levenwick Medical Practice,2735,Levenwick Medical Practice,Gord,Levenwick,Shetland,ZE2 9HX,01950   461   222,17C,Y,S08000026,S37000026,S01012388,Shetland
305,39087,Scalloway Health Centre LLP,3693,Scalloway Health Centre LLP,Scalloway,Shetland,"",ZE1 0TN,01595   880   219,2C,N,S08000026,S37000026,S01012404,Shetland
306,39091,Lerwick Health Centre,8639,Lerwick Health Centre,South Road,Lerwick,Shetland,ZE1 0RB,01595   693   201,2C,N,S08000026,S37000026,S01012395,Shetland
307,39161,Unst Health Centre,603,Unst Health Centre,Baltasound,Unst,"",ZE2 9DY,01957   711   318,2C,Y,S08000026,S37000026,S01012414,Shetland
308,40008,Fulton Street Medical Centre,6120,Fulton Street Medical Centre,Fulton Street Surgery,94 Fulton Street,Glasgow,G13 1JE,0141 959  3391,17J,N,S08000031,S37000034,S01010475,NW - Great Western
309,40012,BuckinghamTerraceMedicalPractice,9036,Buckingham Terrace Medical Practice,31 Buckingham Terrace,Glasgow,"",G12 8ED,0141 211  6210,17J,N,S08000031,S37000034,S01010375,NW - Hyndland and West End
310,40027,The Terrace Medical Practice,7678,The Terrace Medical Practice,160 Drymen Road,Bearsden,Glasgow,G61 3RD,0141 942  6644,17J,N,S08000031,S37000009,S01008054,Bearsden/Milngavie
311,40031,Drs Reid & MacLaren Partnership,4499,Drs Reid & MacLaren Partnership,3 Radnor Street,Glasgow,"",G3 7UA,0141 334  6111,17J,N,S08000031,S37000034,S01010287,NW - A
312,40046,Red Wing Medical Practice,9131,Red Wing Medical Practice,Clydebank Health & Care Centre,Queens Quay Main Avenue,Clydebank,G81 1BS,0141 531  6475,17J,N,S08000031,S37000029,S01013128,Clydebank
313,40051,Anniesland Medical Practice,8744,Anniesland Medical Practice,46 Munro Place,Glasgow,"",G13 2UP,0141 954  8860,17J,N,S08000031,S37000034,S01010476,NW - Great Western
314,40065,Old Kilpatrick Medical Practice,5346,Old Kilpatrick Medical Practice,Erskine View,Old Kilpatrick,Glasgow,G60 5JG,01389   315   800,17J,N,S08000031,S37000029,S01013176,Clydebank
315,40070,Abingdon Medical Practice,3988,Abingdon Medical Practice,12 Stewartville Street,Glasgow,"",G11 5PE,0141 339  0902,17J,N,S08000031,S37000034,S01010386,NW - A
316,40084,Pennan Practice,2428,Pennan Practice,20 Pennan Place,Glasgow,"",G14 0EA,0141 959  1704,17C,N,S08000031,S37000034,S01010435,NW - Dumbarton Road Corridor
317,40101,Kessington Medical Centre,7445,Kessington Medical Centre,85 Milngavie Road,Bearsden,Glasgow,G61 2DN,0141 212  0700,17J,N,S08000031,S37000009,S01008077,Bearsden/Milngavie
318,40121,The Broomhill Practice,6839,The Broomhill Practice,41 Broomhill Drive,Glasgow,"",G11 7AD,0141 339  3626,17J,N,S08000031,S37000034,S01010415,NW - Great Western
319,40140,Northcote Surgery,12937,Northcote Surgery,2 Victoria Circus,Glasgow,"",G12 9LD,0141 339  3211,17J,N,S08000031,S37000034,S01010404,NW - Hyndland and West End
320,40154,Queens Crescent Surgery,7918,Queens Crescent Surgery,10 Queen's Crescent,Glasgow,"",G4 9BL,0141 332  3526,17J,N,S08000031,S37000034,S01010295,NW - Hyndland and West End
321,40173,Ashfield Medical Practice,7689,Ashfield Medical Practice,Ashfield House,1 Ashfield Road,Milngavie,G62 6BT,0141 956  1339,17J,N,S08000031,S37000009,S01008046,Bearsden/Milngavie
322,40188,Dr I. Cullen,2706,Dr I. Cullen,130 Hyndland Road,Glasgow,"",G12 9PN,0141 339  1298,17C,N,S08000031,S37000034,S01010402,NW - Hyndland and West End
323,40192,Gardner Street Surgery,2933,Gardner Street Surgery,The Surgery,16 Gardner Street,Glasgow,G11 5NG,0141 334  2215,17J,N,S08000031,S37000034,S01010396,NW - A
324,40210,Shaftesbury Medical Practice,1435,Shaftesbury Medical Practice,1265 - 1275 Dumbarton Road,Glasgow,"",G14 9UU,0141 959  5500,17J,N,S08000031,S37000034,S01010425,NW - Dumbarton Road Corridor
325,40224,The Green Medical Practice,8878,The Green Medical Practice,"Clydebank Health & Care Centre,",Queens Quay Main Avenue,Clydebank,G81 1BS,0141 531  6425,17J,N,S08000031,S37000029,S01013128,Clydebank
326,40262,Bluewing Medical Practice,6185,Bluewing Medical Practice,Clydebank Health & Care Centre,Queens Quay Main Avenue,Clydebank,G81 1BS,0141 531  6410,17J,N,S08000031,S37000029,S01013128,Clydebank
327,40277,"Drs McAlpine, Walker & Pettigrew",4291,"Drs McAlpine, Walker & Pettigrew",14 Apsley Street,Glasgow,"",G11 7SY,0141 339  2960,17J,N,S08000031,S37000034,S01010388,NW - A
328,40281,Dr Haggerty,1997,Dr Haggerty,250 Drumchapel Road,Glasgow,"",G15 6EG,0141 944  3534,17J,N,S08000031,S37000034,S01010488,NW - Drumchapel and Yoker
329,40296,Peel Street Medical Centre,2063,Peel Street Medical Centre,11 Peel Street,Glasgow,"",G11 5LL,0141 334  9331,17J,N,S08000031,S37000034,S01010396,NW - Hyndland and West End
330,40328,Drs Melrose & Sharp Partnership,4589,Drs Melrose & Sharp Partnership,3 Radnor Street,Glasgow,"",G3 7UA,0141 334  6111,17C,N,S08000031,S37000034,S01010287,NW - A
331,40332,Knightswood Medical Practice,5413,Knightswood Medical Practice,1980 Great Western Road,Glasgow,"",G13 2SW,0141 959  1196,17J,N,S08000031,S37000034,S01010470,NW - Great Western
332,40351,Dr A P Jackson & Partners,5072,Dr A P Jackson & Partners,91 Hyndland Road,Hyndland,Glasgow,G12 9JE,0141 339  7869,17C,N,S08000031,S37000034,S01010403,NW - Hyndland and West End
333,40385,Kersland House Surgery,7633,Kersland House Surgery,37 Station Road,Milngavie,"",G62 8BT,0141 956  1005,17J,N,S08000031,S37000009,S01008046,Bearsden/Milngavie
334,40390,Dr M Roushdy-Gemie & Dr M Smith,2368,Dr M Roushdy-Gemie & Dr M Smith,Yokermill Medical Centre,6 Yokermill Road,Glasgow,G13 4PU,0141 959  2118,17J,N,S08000031,S37000034,S01010447,NW - Great Western
335,40417,Whiteinch Medical Practice,2216,Whiteinch Medical Practice,1215 - 1232 Dumbarton Road,Glasgow,"",G14 9UT,0141 739  2556,17J,N,S08000031,S37000034,S01010425,NW - Dumbarton Road Corridor
336,40421,Drs Logan & Macdonald,2576,Drs Logan & Macdonald,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211  6090,17J,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker
337,40436,Garscadden Burn Medical Practice,5142,Garscadden Burn Medical Practice,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211  6100,17C,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker
338,40455,"Drs MacNeill, Clarey & Henderson",6820,"Drs MacNeill, Clarey & Henderson",Sandyford Surgery,1119 Argyle Street,Glasgow,G3 8ND,0141 248  3698,17J,N,S08000031,S37000034,S01010285,NW - A
339,40460,Dr A Khan,2103,Dr A Khan,Bank Street Surgery,26 Bank Street,Glasgow,G12 8ND,0141 339  5513,17J,N,S08000031,S37000034,S01010376,NW - Hyndland and West End
340,40493,The Cairntoul Practice,2381,The Cairntoul Practice,9 Cairntoul Drive,Glasgow,"",G14 0XT,0141 959  5519,17J,N,S08000031,S37000034,S01010435,NW - Great Western
341,40525,Yoker Medical Centre,4641,Yoker Medical Centre,2383 Dumbarton Road,Yoker,Glasgow,G14 0NT,0141 211  6999,17J,N,S08000031,S37000034,S01010441,NW - Drumchapel and Yoker
342,40544,Drumchapel Medical Practice,3050,Drumchapel Medical Practice,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211  6080,17J,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker
343,40559,Drs Turnbull & Shotton,2700,Drs Turnbull & Shotton,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211  6110,17J,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker
344,40563,Scotstoun Medical Practice,2082,Scotstoun Medical Practice,1483 Dumbarton Road,Glasgow,"",G14 9XL,0141 959  0375,17J,N,S08000031,S37000034,S01010436,NW - Dumbarton Road Corridor
345,40578,Barclay Medical Practice Victoria Park,3767,Barclay Medical Practice Victoria Park,1398 Dumbarton Road,Glasgow,"",G14 9DR,0141 212  7082,17C,N,S08000031,S37000034,S01010429,NW - Dumbarton Road Corridor
346,40582,The Orange Wing Medical Practice,6050,The Orange Wing Medical Practice,"Clydebank Health & Care Centre,",Queens Quay Main Avenue,Clydebank,G81 1BS,0141 531  6440,17J,N,S08000031,S37000029,S01013128,Clydebank
347,40629,Glasgow West Medical Practice,5332,Glasgow West Medical Practice,1264 Dumbarton Road,Glasgow,"",G14 9PS,0141 959  6311,17J,N,S08000031,S37000034,S01010422,NW - Dumbarton Road Corridor
348,40667,Challenging Behaviour Practice,67,Challenging Behaviour Practice,55 Hunter Street,Glasgow,"",G4 0UP,0141 314  6261,17J,N,S08000031,S37000034,S01010257,Greater Glasgow & Clyde Undefined
349,40691,Dr Chalmers & Partners,6912,Dr Chalmers & Partners,"Clydebank Health & Care Centre,",Queens Quay Main Avenue,Clydebank,G81 1BS,0141 531  6490,17J,N,S08000031,S37000029,S01013128,Clydebank
350,40703,Dr Rai & Partners,2990,Dr Rai & Partners,Clydebank Health & Care Centre,"Queens Quay Main Avenue,",Clydebank,G81 1BS,0141 531  6463,17J,N,S08000031,S37000029,S01013128,Clydebank
351,40718,Ashton Medical Practice,8035,Ashton Medical Practice,Ashton House,3 Ashton Road,Glasgow,G12 8SP,0141 339  7266,17J,N,S08000031,S37000034,S01010379,NW - Hyndland and West End
352,40722,Dr M Duffy & Dr A Morgan,4307,Dr M Duffy & Dr A Morgan,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211 6120,17J,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker
353,40737,Kingsway Medical Practice,6546,Kingsway Medical Practice,12 Kingsway Court,Glasgow,"",G14 9SS,0141 959  6000,17J,N,S08000031,S37000034,S01010427,NW - Dumbarton Road Corridor
354,40741,Denbridge Medical Practice,9268,Denbridge Medical Practice,94 Drymen Road,Bearsden,Glasgow,G61 2SY,0141 942  9494,17J,N,S08000031,S37000009,S01008054,""
355,43011,Gairbraid Medical Practice,5751,Gairbraid Medical Practice,Maryhill Health & Care Centre,51 Gairbraid Avenue,Glasgow,G20 8FB,0141 465  1919,17J,N,S08000031,S37000034,S01010360,NW - Maryhill and Woodside
356,43030,Regent Gardens Medical Centre,10376,Regent Gardens Medical Centre,18 Union Street,Kirkintilloch,"",G66 1DH,0141 776  1238,17J,N,S08000031,S37000009,S01008133,Kirkintilloch/Lennoxtown
357,43044,The Turret Medical Centre,6391,The Turret Medical Centre,Catherine Street,Kirkintilloch,"",G66 1JB,0141 776  8200,17J,N,S08000031,S37000009,S01008134,Kirkintilloch/Lennoxtown
358,43059,Springfield Medical Practice,9329,Springfield Medical Practice,9 Springfield Road,Bishopbriggs,Glasgow,G64 1PJ,0141 772  4744,17J,N,S08000031,S37000009,S01008111,Bishopbriggs/Auchinairn
359,43063,Dr A. Polding,2752,Dr A. Polding,Springburn Health Centre,200 Springburn Way,Glasgow,G21 1TR,0141 483 2800,17C,N,S08000031,S37000034,S01010212,NE - Springburn
360,43082,Dr Burton & Dr Krishnan,2333,Dr Burton & Dr Krishnan,Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5590,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside
361,43097,Atlas Medical Practice,2945,Atlas Medical Practice,Springburn Health Centre,200 Springburn Way,Glasgow,G21 1TR,0141 531  9660,17J,N,S08000031,S37000034,S01010212,NE - Springburn
362,43100,Dr Diane Kelly & Partners,7217,Southbank Surgery,17/19 Southbank Road,Kirkintilloch,"",G66 1NH,0141 776  2183,17C,N,S08000031,S37000009,S01008131,Kirkintilloch/Lennoxtown
363,43114,Peelview Medical Centre,10430,Peelview Medical Centre,Peel View Medical Centre,45/53 Union Street,Kirkintilloch,G66 1DN,0141 776  3442,17J,N,S08000031,S37000009,S01008133,Kirkintilloch/Lennoxtown
364,43129,Drs Ballantyne & Blair,3493,Drs Ballantyne & Blair,Springburn Health Centre,200 Springburn Way,Glasgow,G21 1TR,0141 531  9670,17J,N,S08000031,S37000034,S01010212,NE - Springburn
365,43133,The Barony Medical Centre,5638,"Drs Howat, Legge, Hunter & Newhouse",The Barony Medical Centre,30 Auchinloch Street,Glasgow,G21 4AH,0141 557  6161,17J,N,S08000031,S37000034,S01010225,NE - Springburn
366,43167,The Firhill Practice,5493,The Firhill Practice,Woodside Health & Care Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5600,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside
367,43171,Kenmure Medical Practice,7924,Kenmure Medical Practice,7 Springfield Road,Bishopbriggs,Glasgow,G64 1PJ,0141 772  6309,17J,N,S08000031,S37000009,S01008111,Bishopbriggs/Auchinairn
368,43186,"Drs Leslie, Ojo & Chetty",6624,"Drs Leslie, Ojo & Chetty",Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5560,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside
369,43191,Drs Gaw & Esler,3314,Drs Gaw & Esler,Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5520,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside
370,43203,Kelvin Medical Centre,4148,Kelvin Medical Centre,96 Napiershall Street,Glasgow,"",G20 6HS,0141 211  9597,17J,N,S08000031,S37000034,S01010306,NW - Hyndland and West End
371,43218,"Drs Adair, Denholm & Pugh",5965,"Drs Adair, Denholm & Pugh",Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5580,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside
372,43222,Auchinairn Medical Practice,7158,Auchinairn Medical Practice,127/129 Auchinairn Road,Bishopbriggs,Glasgow,G64 1NF,0141 772  1808,17J,N,S08000031,S37000009,S01008105,Bishopbriggs/Auchinairn
373,43237,Keppoch Medical Practice,4092,Keppoch Medical Practice,Possilpark Health & Care Centre,99 Saracen Street,Glasgow,G22 5AP,0141 800  0840,17C,N,S08000031,S37000034,S01010311,NW - Possilpark and Milton
374,43256,Balmore Surgery,3418,Balmore Surgery,Possilpark Health & Care Centre,99 Saracen Street,Glasgow,G22 5AP,0141 800  0800,17J,N,S08000031,S37000034,S01010311,NW - Possilpark and Milton
375,43261,Lennoxtown Medical Practice,3361,Lennoxtown Medical Practice,Lennoxtown Hub,46 Main Street,Lennoxtown,G66 7JJ,01360   327   300,17J,N,S08000031,S37000009,S01008160,Kirkintilloch/Lennoxtown
376,43275,"Drs Meek, Fox & Jamieson",3482,"Drs Meek, Fox & Jamieson",Wallacewell Medical Centre,264 Wallacewell Road,Glasgow,G21 3RW,0141 558  6178,17J,N,S08000031,S37000034,S01010196,NE - Springburn
377,43294,Allander Surgery,3565,Allander Surgery,191 Denmark Street,Glasgow,"",G22 5SS,0141 336  8038,17J,N,S08000031,S37000034,S01010323,NW - Possilpark and Milton
378,43307,Dr Campbell & Dr Halstvedt,3045,Dr Gordon Campbell & Dr Kirsten Halstvedt,Milton Medical Centre,"109 Egilsay Street, Milton",Glasgow,G22 7JL,0141 772  1183,17J,N,S08000031,S37000034,S01010338,NW - Possilpark and Milton
379,43311,Maryhill Red Practice,5630,Maryhill Red Practice,Maryhill Health & Care Centre,51 Gairbraid Avenue,Glasgow,G20 8FB,0141 451  2830,17J,N,S08000031,S37000034,S01010360,NW - Maryhill and Woodside
380,43326,Fernbank Medical Centre,5146,Fernbank Medical Centre,194 Fernbank Street,Glasgow,"",G22 6BD,0141 435  1500,17J,N,S08000031,S37000034,S01010218,NE - Springburn
381,43453,Dr Rasul & Partners,6990,Dr Rasul & Partners,Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5545,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside
382,43468,Dr Ho Chong Teck,1945,Dr Ho Chong Teck,Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5775,17C,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside
383,43504,Dr Harris & Partners,7337,Drs Harris & Partners,Springburn Health Centre,200 Springburn Way,Glasgow,G21 1TR,0141 648  1558,17C,N,S08000031,S37000034,S01010212,NE - Springburn
384,43538,Drs Langridge & Black,2259,Drs Langridge & Black,Possilpark Health & Care Centre,99 Saracen Street,Glasgow,G22 5AP,0141 800  0860,17C,N,S08000031,S37000034,S01010311,NW - Possilpark and Milton
385,43542,Dr M Showkat,2574,Dr M Showkat,Possilpark Health & Care Centre,99 Saracen Street,Glasgow,G22 5AP,0141 800  0820,17J,N,S08000031,S37000034,S01010311,NW - Possilpark and Milton
386,43557,Dr Paul Lyons,1705,Dr Paul Lyons,Brackenbrae Surgery,"91 Kirkintilloch Road, Bishopbriggs",Glasgow,G64 2AA,0141 772  2241,17C,N,S08000031,S37000009,S01008100,Bishopbriggs/Auchinairn
387,43576,Barclay Medical Practice,55163,Barclay Medical Practice,Maryhill Health & Care Centre,51 Gairbraid Avenue,Glasgow,G20 8FB,0141 451  2870,17J,N,S08000031,S37000034,S01010360,NW - Maryhill and Woodside
388,43581,Woodhead Medical Practice,6786,Woodhead Medical Practice,10 Saramago Street,Kirkintilloch,"",G66 3BF,0141 776 2468,17J,N,S08000031,S37000009,S01008130,Kirkintilloch/Lennoxtown
389,46019,Townhead Medical Practice,14644,Townhead Medical Practice,Townhead Health Centre,16 Alexandra Parade,Glasgow,G31 2ES,0141 483  1740,17J,N,S08000031,S37000034,S01010262,NE - Townhead
390,46023,Dr Ali & Dr Mackenzie,2509,Dr Ali & Dr Mackenzie,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6620,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton
391,46057,Glenmill Medical Practice,6965,Glenmill Medical Practice,1191 Royston Road,Glasgow,"",G33 1EY,0141 770  4052,17J,N,S08000031,S37000034,S01010184,NE - Springburn
392,46061,Parade Group Practice,17815,Parade Group Practice,Townhead Health Centre,16 Alexandra Parade,Glasgow,G31 2ES,0141 414  6600,17J,N,S08000031,S37000034,S01010262,NE - Townhead
393,46081,The Cairns Practice,9586,The Cairns Practice,Shettleston Health Centre,420 Old Shettleston Road,Glasgow,G32 7JZ,0141 531  6220,17J,N,S08000031,S37000034,S01010147,NE - Baillieston/Shettleston
394,46095,Drs Mckenzie & Burns,3037,Drs Mckenzie & Burns,Parkhead Health Centre,101 Salamanca Street,Glasgow,G31 5BA,0141 531  9070,17J,N,S08000031,S37000034,S01010052,NE - Parkhead/Cranhill
395,46112,Drs Wilson & Boyd,5153,Drs Wilson & Boyd,Gilbertfield Medical Centre,67 Gilbertfield Street,Glasgow,G33 3TU,0141 774  5987,17J,N,S08000031,S37000034,S01010168,NE - Easterhouse/Ruchazie
396,46127,Annfield Medical Centre,1986,Annfield Medical Centre,16 Annfield Place,Glasgow,"",G31 2XE,0141 554  2989,17J,N,S08000031,S37000034,S01010252,NE - Dennistoun
397,46131,Crail Medical Practice,4251,Crail Medical Practice,245 Tollcross Road,Glasgow,"",G31 4UW,0141 554  3199,17J,N,S08000031,S37000034,S01010060,NE - Parkhead/Cranhill
398,46146,Carntyne Medical Centre,4358,Carntyne Medical Centre,275 Carntyne Road,Glasgow,"",G32 6JP,0141 550  7970,17J,N,S08000031,S37000034,S01010247,NE - Parkhead/Cranhill
399,46151,Dr M Khan,2420,Dr M Khan,Commonwealth Village Medical Practice,305 Springfield Road,Glasgow,G40 3LJ,0141 531  1000,17J,N,S08000031,S37000034,S01010050,NE - Bridgeton
400,46165,Dr S Ross,3698,Dr S Ross,Shettleston Health Centre,420 Old Shettleston Road,Glasgow,G32 7JZ,0141 531  6250,17J,N,S08000031,S37000034,S01010147,NE - Baillieston/Shettleston
401,46184,Main Street Medical Centre,7688,Main Street Medical Centre,40 Main Street,Glasgow,"",G40 1HA,0141 739  6666,17J,N,S08000031,S37000034,S01010043,NE - Dennistoun
402,46201,Dr K Miller & Partners,3198,Dr K Miller & Partners,Lightburn Medical Centre,930 Carntyne Road,Glasgow,G32 6NB,0141 778  0440,17J,N,S08000031,S37000034,S01010159,NE - Parkhead/Cranhill
403,46216,McGlone Practice,13317,McGlone Practice,Baillieston Health Centre,"20 Muirside Road, Baillieston",Glasgow,G69 7AD,0141 471  7418,17J,N,S08000031,S37000034,S01010086,NE - Baillieston/Shettleston
404,46221,Oakwood Medical Practice,5253,Oakwood Medical Practice,Easterhouse Health Centre,9 Auchinlea Road,Glasgow,G34 9HQ,0141 531  8180,17J,N,S08000031,S37000034,S01010114,NE - Easterhouse/Ruchazie
405,46235,Drs Dames & Lateef,4918,Forge Medical Practice,Parkhead Health Centre,101 Salamanca Street,Glasgow,G31 5BA,0141 531  9050,17J,N,S08000031,S37000034,S01010052,NE - Parkhead/Cranhill
406,46240,Dr D.S.Dhami,1928,Dr D.S.Dhami,Easterhouse Health Centre,9 Auchinlea Road,Glasgow,G34 9HQ,0141 531  8160,17J,N,S08000031,S37000034,S01010114,NE - Easterhouse/Ruchazie
407,46292,"Drs Mccallum, Gardiner & Makun",3409,"Drs Mccallum, Gardiner & Makun",Lightburn Medical Centre,930 Carntyne Road,Glasgow,G32 6NB,0141 764  1666,17J,N,S08000031,S37000034,S01010159,NE - Parkhead/Cranhill
408,46305,The Muirside Medical Practice,7899,The Muirside Medical Practice,Baillieston Health Centre,"20 Muirside Road, Baillieston",Glasgow,G69 7AD,0141 465  4343,17J,N,S08000031,S37000034,S01010086,NE - Baillieston/Shettleston
409,46339,Westmuir Medical Centre,3851,Westmuir Medical Centre,The Westmuir Medical Practice,109 Crail Street,Glasgow,G31 5RA,0141 554  4253,17C,N,S08000031,S37000034,S01010049,NE - Parkhead/Cranhill
410,46343,Tollcross Medical Centre,7973,Tollcross Medical Centre,1101-1105 Tollcross Road,Glasgow,"",G32 8UH,0141 778  2717,17J,N,S08000031,S37000034,S01010063,NE - Baillieston/Shettleston
411,46381,Drs Day & Raja,2337,Drs Day & Raja,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6610,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton
412,46396,Dr M P Hamayun & Dr M R Masood,1429,Dr M P Hamayun & Dr M R Masood,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6666,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton
413,46428,Drs Connaughton & Sudomir,4525,Drs Connaughton & Sudomir,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 550  3822,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton
414,46447,Dr M Saleem,1541,Dr M Saleem,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6670,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton
415,46451,Newhills Medical Practice,9727,Newhills Medical Practice,Easterhouse Health Centre,9 Auchinlea Road,Glasgow,G34 9HQ,0141 531  8170,17J,N,S08000031,S37000034,S01010114,NE - Easterhouse/Ruchazie
416,46471,Lochend Surgery,2719,Lochend Surgery,Easterhouse Health Centre,9 Auchinlea Road,Glasgow,G34 9HQ,0141 531  8150,17J,N,S08000031,S37000034,S01010114,NE - Easterhouse/Ruchazie
417,46521,Drs Al-Agilly & Morgan,6333,Drs Al-Agilly & Morgan,463 Edinburgh Road,Glasgow,"",G33 3AL,0141 770  4044,17J,N,S08000031,S37000034,S01010155,NE - Parkhead/Cranhill
418,46555,Abercromby Practice,3281,Abercromby Practice,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531 6630,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton
419,46560,The Whitevale Medical Group,4719,The Whitevale Medical Group,30 Whitevale Street,Glasgow,"",G31 1QS,0141 554  4536,17C,N,S08000031,S37000034,S01010244,NE - Dennistoun
420,46574,Dalmarnock Family M P,1196,Dalmarnock Family Medical Practice,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6600,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton
421,46589,Homeless Health & Resource,111,Homeless Health & Resource Services,55 Hunter Street,Glasgow,"",G4 0UP,0141 553  2801,2C,N,S08000031,S37000034,S01010257,Greater Glasgow & Clyde Undefined
422,46606,"Drs Dunn, Lynas & Rodgers",3186,"Drs Dunn, Lynas & Rodgers",Bridgeton Health Centre,201 Abercrombie Street,Glasgow,G40 2DA,0141 531  6640,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton
423,46611,Calton Medical Practice,2036,Calton Medical Practice,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531 -6650,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton
424,46625,Meadowpark Surgery,8083,Meadowpark Surgery,568 Alexandra Parade,Glasgow,"",G31 3BP,0141 554  0464,17J,N,S08000031,S37000034,S01010238,NE - Dennistoun
425,49041,Practice B,12107,Practice B,Govanhill Health Centre,233 Calder Street,Glasgow,G42 7DR,0141 531  8365,17J,N,S08000031,S37000034,S01009890,S - Lilac
